philosophy|فَلْسَفة|فَلسَفات|noun|subjects|f|16
philosopher|فَيْلَسوف|فَلاسِفة|noun|occupations|m|16
to do, to perform|قامَ (يَقومُ) قِيام||verb|||16
law|قانون|قَوانين|noun|subjects|m|16
leader (military)|قائد|قادة|noun|occupations|m|16
nearby, close|قُرْب||adv|||16
village|قَرية|قُرى|noun|places|f|16
priest|قِسّيس|قِسّاوِسة|noun|religious|m|16
writer, scribe|كاتِب|كُتّاب/كَتَبة|noun|occupations|m|16
for the sake of (Syrian colloquial)|كرمال||phrase|||16
generous|كَريم|كُرَماء|adj|other||16
necessary|ﻻزِم||adj|common||16
lawyer, attorney, counsel|مُحامٍ|مُحامون|noun|occupations|m|16
mixed|مُشَكَّل||adj|other||16
introduction|مُقَدِّمة||noun|other|f|16
place, location|مَكان|أمْكِنة|noun|other|m|16
king|مَلِك|مُلوك|noun|occupations|m|16
good (Syrian colloquial)|مْنيح|امْناح|adj|common||16
historian|مُؤَرِّخ|مُؤَرِّخون|noun|occupations|m|16
to be sent into exile, to be expelled|نُفِيَ (يُنْفى) نَفْيٌ||verb|||16
now (Syrian colloquial)|هَللأ/هَلَّق|||common||16
minister|وَزير|وُزَراء|noun|occupations|m|16
